2728
(
(0.000000 ( 0.000000 0.000000 0.000000 ))
(0.011000 ( 0.010050 0.000000 0.000000 ))
(0.022000 ( 0.020101 0.000000 0.000000 ))
(0.033000 ( 0.030151 0.000000 0.000000 ))
(0.044000 ( 0.040201 0.000000 0.000000 ))
(0.055000 ( 0.050251 0.000000 0.000000 ))
(0.066000 ( 0.060302 0.000000 0.000000 ))
(0.077000 ( 0.070352 0.000000 0.000000 ))
(0.088000 ( 0.080402 0.000000 0.000000 ))
(0.099000 ( 0.090452 0.000000 0.000000 ))
(0.110000 ( 0.100503 0.000000 0.000000 ))
(0.121000 ( 0.110553 0.000000 0.000000 ))
(0.132000 ( 0.120603 0.000000 0.000000 ))
(0.143000 ( 0.130653 0.000000 0.000000 ))
(0.154000 ( 0.140704 0.000000 0.000000 ))
(0.165000 ( 0.150754 0.000000 0.000000 ))
(0.176000 ( 0.160804 0.000000 0.000000 ))
(0.187000 ( 0.170854 0.000000 0.000000 ))
(0.198000 ( 0.180905 0.000000 0.000000 ))
(0.209000 ( 0.190955 0.000000 0.000000 ))
(0.220000 ( 0.201005 0.000000 0.000000 ))
(0.231000 ( 0.211055 0.000000 0.000000 ))
(0.242000 ( 0.221106 0.000000 0.000000 ))
(0.253000 ( 0.231156 0.000000 0.000000 ))
(0.264000 ( 0.241206 0.000000 0.000000 ))
(0.275000 ( 0.251256 0.000000 0.000000 ))
(0.286000 ( 0.261307 0.000000 0.000000 ))
(0.297000 ( 0.271357 0.000000 0.000000 ))
(0.308000 ( 0.281407 0.000000 0.000000 ))
(0.319000 ( 0.291457 0.000000 0.000000 ))
(0.330000 ( 0.301508 0.000000 0.000000 ))
(0.341000 ( 0.311558 0.000000 0.000000 ))
(0.352000 ( 0.321608 0.000000 0.000000 ))
(0.363000 ( 0.331658 0.000000 0.000000 ))
(0.374000 ( 0.341709 0.000000 0.000000 ))
(0.385000 ( 0.351759 0.000000 0.000000 ))
(0.396000 ( 0.361809 0.000000 0.000000 ))
(0.407000 ( 0.371859 0.000000 0.000000 ))
(0.418000 ( 0.381910 0.000000 0.000000 ))
(0.429000 ( 0.391960 0.000000 0.000000 ))
(0.440000 ( 0.402010 0.000000 0.000000 ))
(0.451000 ( 0.412060 0.000000 0.000000 ))
(0.462000 ( 0.422111 0.000000 0.000000 ))
(0.473000 ( 0.432161 0.000000 0.000000 ))
(0.484000 ( 0.442211 0.000000 0.000000 ))
(0.495000 ( 0.452261 0.000000 0.000000 ))
(0.506000 ( 0.462312 0.000000 0.000000 ))
(0.517000 ( 0.472362 0.000000 0.000000 ))
(0.528000 ( 0.482412 0.000000 0.000000 ))
(0.539000 ( 0.492462 0.000000 0.000000 ))
(0.550000 ( 0.502513 0.000000 0.000000 ))
(0.561000 ( 0.512563 0.000000 0.000000 ))
(0.572000 ( 0.522613 0.000000 0.000000 ))
(0.583000 ( 0.532663 0.000000 0.000000 ))
(0.594000 ( 0.542714 0.000000 0.000000 ))
(0.605000 ( 0.552764 0.000000 0.000000 ))
(0.616000 ( 0.562814 0.000000 0.000000 ))
(0.627000 ( 0.572864 0.000000 0.000000 ))
(0.638000 ( 0.582915 0.000000 0.000000 ))
(0.649000 ( 0.592965 0.000000 0.000000 ))
(0.660000 ( 0.603015 0.000000 0.000000 ))
(0.671000 ( 0.613065 0.000000 0.000000 ))
(0.682000 ( 0.623116 0.000000 0.000000 ))
(0.693000 ( 0.633166 0.000000 0.000000 ))
(0.704000 ( 0.643216 0.000000 0.000000 ))
(0.715000 ( 0.653266 0.000000 0.000000 ))
(0.726000 ( 0.663317 0.000000 0.000000 ))
(0.737000 ( 0.673367 0.000000 0.000000 ))
